power_output,radiation,time
34362,9.77,1535022300.0
34157,9.64,1535022600.0
33804,9.49,1535022900.0
33551,9.39,1535023200.0
33306,9.24,1535023500.0
32697,9.8,1535023800.0
32380,8.93,1535024100.0
32002,8.77,1535024400.0
31686,8.68,1535024700.0
31309,8.52,1535025000.0
30822,8.42,1535025300.0
30552,8.25,1535025600.0
30155,8.18,1535025900.0
29798,8.4,1535026200.0
29344,7.94,1535026500.0
28741,7.81,1535026800.0
28182,7.6,1535027100.0
27621,7.44,1535027400.0
27072,7.32,1535027700.0
26623,7.22,1535028000.0
26186,7.4,1535028300.0
25549,6.89,1535028600.0
24854,6.72,1535028900.0
24119,6.6,1535029200.0
23628,6.4,1535029500.0
23031,6.25,1535029800.0
22392,6.8,1535030100.0
21622,5.84,1535030400.0
20924,5.69,1535030700.0
20287,5.49,1535031000.0
19569,5.25,1535031300.0
18805,5.3,1535031600.0
18094,4.88,1535031900.0
17419,4.66,1535032200.0
16616,4.43,1535032500.0
15830,4.13,1535032800.0
15085,3.98,1535033100.0
14225,3.7,1535033400.0
13483,3.48,1535033700.0
12734,3.29,1535034000.0
11893,3.1,1535034300.0
11037,2.89,1535034600.0
10258,2.73,1535034900.0
9567,2.55,1535035200.0
8830,2.42,1535035500.0
8096,2.23,1535035800.0
7400,2.5,1535036100.0
6705,1.9,1535036400.0
6031,1.7,1535036700.0
5411,1.5,1535037000.0
4830,1.3,1535037300.0
4237,1.12,1535037600.0
3657,0.37,1535037900.0
3151,0.33,1535038200.0
2650,0.3,1535038500.0
2177,0.28,1535038800.0
1749,0.25,1535039100.0
1397,0.23,1535039400.0
1111,0.2,1535039700.0
872,0.19,1535040000.0
674,0.16,1535040300.0
517,0.13,1535040600.0
386,0.1,1535040900.0
251,0.7,1535041200.0
123,0.4,1535041500.0
19,0.1,1535041800.0
0,0.1,1535042100.0
0,0.2,1535042400.0
0,0.3,1535042700.0
0,0.3,1535043000.0
0,0.4,1535043300.0
0,0.4,1535043600.0
0,0.4,1535043900.0
0,0.4,1535044200.0
0,0.3,1535044500.0
0,0.3,1535044800.0
0,0.3,1535045100.0
0,0.3,1535045400.0
0,0.3,1535045700.0
0,0.3,1535046000.0
0,0.3,1535046300.0
0,0.2,1535046600.0
0,0.3,1535046900.0
0,0.3,1535047200.0
0,0.2,1535047500.0
0,0.2,1535047800.0
0,0.2,1535048100.0
0,0.2,1535048400.0
0,0.2,1535048700.0
0,0.3,1535049000.0
0,0.3,1535049300.0
0,0.4,1535049600.0
0,0.3,1535049900.0
0,0.2,1535050200.0
0,0.3,1535050500.0
0,0.2,1535050800.0
0,0.1,1535051100.0
0,0.3,1535051400.0
0,0.2,1535051700.0
0,0.2,1535052000.0
0,0.2,1535052300.0
0,0.1,1535052600.0
0,0.1,1535052900.0
0,0.2,1535053200.0
0,0.2,1535053500.0
0,0.1,1535053800.0
0,0.1,1535054100.0
0,0.1,1535054400.0
0,0.1,1535054700.0
0,0.2,1535055000.0
0,0.1,1535055300.0
0,0.1,1535055600.0
0,0.1,1535055900.0
0,0.2,1535056200.0
0,0.1,1535056500.0
0,0.1,1535056800.0
0,0.1,1535057100.0
0,0.0,1535057400.0
0,0.0,1535057700.0
0,0.0,1535058000.0
0,0.0,1535058300.0
0,0.0,1535058600.0
0,0.1,1535058900.0
0,0.1,1535059200.0
0,0.0,1535059500.0
0,0.0,1535059800.0
0,0.1,1535060100.0
0,0.1,1535060400.0
0,0.1,1535060700.0
0,0.1,1535061000.0
0,0.0,1535061300.0
0,0.0,1535061600.0
0,0.0,1535061900.0
0,0.0,1535062200.0
0,0.0,1535062500.0
0,0.1,1535062800.0
0,0.0,1535063100.0
0,0.0,1535063400.0
0,0.0,1535063700.0
0,0.1,1535064000.0
0,0.1,1535064300.0
0,0.1,1535064600.0
0,0.1,1535064900.0
0,0.0,1535065200.0
0,0.0,1535065500.0
0,0.0,1535065800.0
0,0.1,1535066100.0
0,0.0,1535066400.0
0,0.0,1535066700.0
0,0.0,1535067000.0
0,0.0,1535067300.0
0,0.0,1535067600.0
0,0.0,1535067900.0
0,0.0,1535068200.0
0,0.1,1535068500.0
0,0.0,1535068800.0
0,0.0,1535069100.0
0,0.0,1535069400.0
0,0.0,1535069700.0
0,0.0,1535070000.0
0,0.0,1535070300.0
0,0.0,1535070600.0
0,0.0,1535070900.0
0,0.1,1535071200.0
0,0.1,1535071500.0
0,0.0,1535071800.0
0,0.0,1535072100.0
0,0.0,1535072400.0
0,0.0,1535072700.0
0,0.0,1535073000.0
0,0.0,1535073300.0
0,0.0,1535073600.0
0,0.1,1535073900.0
0,0.0,1535074200.0
0,0.0,1535074500.0
0,0.0,1535074800.0
0,0.0,1535075100.0
0,0.0,1535075400.0
0,0.0,1535075700.0
0,0.0,1535076000.0
0,0.0,1535076300.0
0,0.0,1535076600.0
0,0.1,1535076900.0
0,0.0,1535077200.0
0,0.0,1535077500.0
0,0.0,1535077800.0
0,0.1,1535078100.0
0,0.0,1535078400.0
0,0.0,1535078700.0
0,0.0,1535079000.0
0,0.1,1535079300.0
0,0.1,1535079600.0
0,0.2,1535079900.0
0,0.4,1535080200.0
0,0.8,1535080500.0
0,0.1,1535080800.0
77,0.14,1535081100.0
310,0.17,1535081400.0
436,0.2,1535081700.0
692,0.25,1535082000.0
1017,0.28,1535082300.0
1371,0.39,1535082600.0
1778,0.79,1535082900.0
2317,0.94,1535083200.0
2898,1.9,1535083500.0
3424,1.25,1535083800.0
3982,1.41,1535084100.0
4597,1.58,1535084400.0
5228,1.75,1535084700.0
5901,1.93,1535085000.0
6599,2.12,1535085300.0
7298,2.31,1535085600.0
8070,2.51,1535085900.0
8871,2.71,1535086200.0
9639,2.89,1535086500.0
10399,3.9,1535086800.0
11233,3.28,1535087100.0
12023,3.48,1535087400.0
12805,3.7,1535087700.0
13607,3.89,1535088000.0
14438,4.8,1535088300.0
15297,4.3,1535088600.0
16071,4.49,1535088900.0
16880,4.7,1535089200.0
17658,4.88,1535089500.0
18477,5.1,1535089800.0
19235,5.28,1535090100.0
19949,5.49,1535090400.0
20609,5.65,1535090700.0
21229,5.81,1535091000.0
21891,6.1,1535091300.0
22593,6.19,1535091600.0
23309,6.39,1535091900.0
23982,6.55,1535092200.0
24575,6.74,1535092500.0
25241,6.93,1535092800.0
25809,7.6,1535093100.0
26359,7.2,1535093400.0
26959,7.44,1535093700.0
27466,7.6,1535094000.0
27964,7.7,1535094300.0
28422,7.87,1535094600.0
28965,8.0,1535094900.0
29377,8.11,1535095200.0
29742,8.22,1535095500.0
30108,8.38,1535095800.0
30587,8.49,1535096100.0
30914,8.61,1535096400.0
31264,8.71,1535096700.0
31695,8.81,1535097000.0
31915,8.92,1535097300.0
32166,8.96,1535097600.0
32450,9.1,1535097900.0
32696,9.17,1535098200.0
32876,9.22,1535098500.0
33035,9.41,1535098800.0
33295,9.47,1535099100.0
33479,9.56,1535099400.0
33614,9.63,1535099700.0
33796,9.71,1535100000.0
33998,9.83,1535100300.0
34120,9.83,1535100600.0
34109,9.9,1535100900.0
34341,9.94,1535101200.0
34390,9.94,1535101500.0
34456,10.1,1535101800.0
34566,10.9,1535102100.0
34709,10.8,1535102400.0
34675,10.6,1535102700.0
34683,10.7,1535103000.0
34633,10.7,1535103300.0
34566,10.2,1535103600.0
34590,10.7,1535103900.0
34603,10.5,1535104200.0
34469,9.98,1535104500.0
34473,10.5,1535104800.0
34593,10.1,1535105100.0
34763,10.11,1535105400.0
34604,10.4,1535105700.0
34715,10.6,1535106000.0
34479,9.96,1535106300.0
34423,9.85,1535106600.0
34274,9.81,1535106900.0
34122,9.78,1535107200.0
34036,9.74,1535107500.0
33700,9.6,1535107800.0
33494,9.52,1535108100.0
33259,9.46,1535108400.0
32974,9.34,1535108700.0
32651,9.19,1535109000.0
32344,9.6,1535109300.0
32101,9.6,1535109600.0
31814,8.9,1535109900.0
31457,8.71,1535110200.0
31058,8.65,1535110500.0
30820,8.57,1535110800.0
30537,8.42,1535111100.0
30281,8.3,1535111400.0
29924,8.18,1535111700.0
29337,8.0,1535112000.0
29008,7.92,1535112300.0
28610,7.72,1535112600.0
28116,7.55,1535112900.0
27466,7.43,1535113200.0
26902,7.21,1535113500.0
26282,7.4,1535113800.0
25682,6.94,1535114100.0
25114,6.76,1535114400.0
24528,6.64,1535114700.0
24155,6.57,1535115000.0
23775,6.48,1535115300.0
23279,6.31,1535115600.0
22587,6.9,1535115900.0
21814,5.88,1535116200.0
21194,5.7,1535116500.0
20512,5.57,1535116800.0
19986,5.41,1535117100.0
19457,5.26,1535117400.0
18754,5.3,1535117700.0
18055,4.83,1535118000.0
17302,4.61,1535118300.0
16467,4.4,1535118600.0
15778,4.15,1535118900.0
15094,3.97,1535119200.0
14337,3.73,1535119500.0
13621,3.55,1535119800.0
12893,3.34,1535120100.0
12164,3.13,1535120400.0
11375,2.95,1535120700.0
10535,2.77,1535121000.0
9741,2.58,1535121300.0
9003,2.44,1535121600.0
8328,2.28,1535121900.0
7652,2.1,1535122200.0
6969,1.94,1535122500.0
6342,1.78,1535122800.0
5748,1.58,1535123100.0
5171,1.4,1535123400.0
4585,1.22,1535123700.0
4029,1.6,1535124000.0
3530,0.44,1535124300.0
3032,0.4,1535124600.0
2560,0.36,1535124900.0
2113,0.32,1535125200.0
1722,0.29,1535125500.0
1394,0.27,1535125800.0
1143,0.24,1535126100.0
920,0.2,1535126400.0
726,0.17,1535126700.0
563,0.13,1535127000.0
390,0.1,1535127300.0
244,0.6,1535127600.0
104,0.3,1535127900.0
12,0.0,1535128200.0
0,0.2,1535128500.0
0,0.3,1535128800.0
0,0.3,1535129100.0
0,0.3,1535129400.0
0,0.3,1535129700.0
0,0.3,1535130000.0
0,0.3,1535130300.0
0,0.3,1535130600.0
0,0.3,1535130900.0
0,0.3,1535131200.0
0,0.3,1535131500.0
0,0.2,1535131800.0
0,0.3,1535132100.0
0,0.3,1535132400.0
0,0.3,1535132700.0
0,0.3,1535133000.0
0,0.3,1535133300.0
0,0.3,1535133600.0
0,0.2,1535133900.0
0,0.2,1535134200.0
0,0.3,1535134500.0
0,0.2,1535134800.0
0,0.3,1535135100.0
0,0.2,1535135400.0
0,0.3,1535135700.0
0,0.3,1535136000.0
0,0.2,1535136300.0
0,0.2,1535136600.0
0,0.2,1535136900.0
0,0.2,1535137200.0
0,0.3,1535137500.0
0,0.2,1535137800.0
0,0.2,1535138100.0
0,0.2,1535138400.0
0,0.2,1535138700.0
0,0.1,1535139000.0
0,0.3,1535139300.0
0,0.2,1535139600.0
0,0.2,1535139900.0
0,0.2,1535140200.0
0,0.2,1535140500.0
0,0.2,1535140800.0
0,0.1,1535141100.0
0,0.1,1535141400.0
0,0.1,1535141700.0
0,0.1,1535142000.0
0,0.1,1535142300.0
0,0.1,1535142600.0
0,0.1,1535142900.0
0,0.2,1535143200.0
0,0.1,1535143500.0
0,0.2,1535143800.0
0,0.1,1535144100.0
0,0.1,1535144400.0
0,0.1,1535144700.0
0,0.1,1535145000.0
0,0.1,1535145300.0
0,0.1,1535145600.0
0,0.1,1535145900.0
0,0.1,1535146200.0
0,0.1,1535146500.0
0,0.1,1535146800.0
0,0.0,1535147100.0
0,0.1,1535147400.0
0,0.1,1535147700.0
0,0.1,1535148000.0
0,0.1,1535148300.0
0,0.1,1535148600.0
0,0.1,1535148900.0
0,0.1,1535149200.0
0,0.1,1535149500.0
0,0.1,1535149800.0
0,0.1,1535150100.0
0,0.1,1535150400.0
0,0.0,1535150700.0
0,0.0,1535151000.0
0,0.0,1535151300.0
0,0.1,1535151600.0
0,0.0,1535151900.0
0,0.0,1535152200.0
0,0.1,1535152500.0
0,0.0,1535152800.0
0,0.1,1535153100.0
0,0.0,1535153400.0
0,0.1,1535153700.0
0,0.0,1535154000.0
0,0.0,1535154300.0
0,0.0,1535154600.0
0,0.0,1535154900.0
0,0.0,1535155200.0
0,0.1,1535155500.0
0,0.1,1535155800.0
0,0.0,1535156100.0
0,0.1,1535156400.0
0,0.0,1535156700.0
0,0.0,1535157000.0
0,0.1,1535157300.0
0,0.0,1535157600.0
0,0.0,1535157900.0
0,0.0,1535158200.0
0,0.1,1535158500.0
0,0.1,1535158800.0
0,0.0,1535159100.0
0,0.0,1535159400.0
0,0.0,1535159700.0
0,0.0,1535160000.0
0,0.0,1535160300.0
0,0.0,1535160600.0
0,0.0,1535160900.0
0,0.0,1535161200.0
0,0.0,1535161500.0
0,0.0,1535161800.0
0,0.0,1535162100.0
0,0.1,1535162400.0
0,0.0,1535162700.0
0,0.0,1535163000.0
0,0.0,1535163300.0
0,0.0,1535163600.0
0,0.0,1535163900.0
0,0.0,1535164200.0
0,0.0,1535164500.0
0,0.0,1535164800.0
0,0.0,1535165100.0
0,0.0,1535165400.0
0,0.1,1535165700.0
0,0.1,1535166000.0
0,0.3,1535166300.0
0,0.4,1535166600.0
0,0.7,1535166900.0
22,0.1,1535167200.0
109,0.13,1535167500.0
271,0.17,1535167800.0
396,0.21,1535168100.0
658,0.26,1535168400.0
986,0.3,1535168700.0
1328,0.47,1535169000.0
1700,0.76,1535169300.0
2146,0.89,1535169600.0
2702,1.3,1535169900.0
3226,1.18,1535170200.0
3767,1.33,1535170500.0
4347,1.5,1535170800.0
4950,1.67,1535171100.0
5585,1.83,1535171400.0
6203,2.0,1535171700.0
6884,2.19,1535172000.0
7583,2.38,1535172300.0
8340,2.55,1535172600.0
9112,2.74,1535172900.0
9835,2.92,1535173200.0
10615,3.12,1535173500.0
11331,3.3,1535173800.0
12109,3.52,1535174100.0
12959,3.73,1535174400.0
13775,3.93,1535174700.0
14685,4.14,1535175000.0
15473,4.34,1535175300.0
16224,4.54,1535175600.0
16995,4.73,1535175900.0
17763,4.92,1535176200.0
18486,5.11,1535176500.0
19229,5.33,1535176800.0
19931,5.53,1535177100.0
20648,5.72,1535177400.0
21379,5.87,1535177700.0
22005,6.6,1535178000.0
22681,6.25,1535178300.0
23326,6.39,1535178600.0
23891,6.59,1535178900.0
24408,6.73,1535179200.0
24953,6.88,1535179500.0
25528,7.7,1535179800.0
26046,7.21,1535180100.0
26590,7.39,1535180400.0
27126,7.55,1535180700.0
27658,7.74,1535181000.0
28041,7.82,1535181300.0
28469,7.96,1535181600.0
28950,8.1,1535181900.0
29313,8.22,1535182200.0
29753,8.34,1535182500.0
30124,8.42,1535182800.0
30495,8.54,1535183100.0
30776,8.64,1535183400.0
31089,8.77,1535183700.0
31423,8.86,1535184000.0
31647,9.1,1535184300.0
31936,9.8,1535184600.0
32229,9.23,1535184900.0
32397,9.25,1535185200.0
32502,9.29,1535185500.0
32680,9.38,1535185800.0
32972,9.5,1535186100.0
33200,9.55,1535186400.0
33272,9.6,1535186700.0
33333,9.71,1535187000.0
33506,9.73,1535187300.0
33644,9.8,1535187600.0
33725,9.81,1535187900.0
33880,9.89,1535188200.0
34020,9.91,1535188500.0
34168,10.5,1535188800.0
34521,10.15,1535189100.0
34365,9.99,1535189400.0
13903,1.63,1535189700.0
6119,2.6,1535190000.0
26656,3.92,1535190300.0
36117,10.56,1535190600.0
30499,4.77,1535190900.0
17824,7.71,1535191200.0
25919,10.23,1535191500.0
25300,8.65,1535191800.0
13978,2.88,1535192100.0
33963,8.62,1535192400.0
8591,2.12,1535192700.0
7277,2.14,1535193000.0
12682,2.5,1535193300.0
33080,10.43,1535193600.0
26879,7.14,1535193900.0
37484,10.71,1535194200.0
37995,9.47,1535194500.0
37212,10.39,1535194800.0
18611,3.43,1535195100.0
30078,10.19,1535195400.0
17172,3.89,1535195700.0
10562,3.54,1535196000.0
15746,9.54,1535196300.0
24339,4.38,1535196600.0
29123,5.49,1535196900.0
31532,8.64,1535197200.0
26785,4.5,1535197500.0
12838,4.47,1535197800.0
34932,9.33,1535198100.0
35299,9.44,1535198400.0
29440,7.94,1535198700.0
14212,7.18,1535199000.0
30936,8.13,1535199300.0
30289,8.28,1535199600.0
30282,8.9,1535199900.0
29259,7.91,1535200200.0
28705,7.89,1535200500.0
27762,7.64,1535200800.0
24732,2.98,1535201100.0
14141,1.92,1535201400.0
9066,5.62,1535201700.0
7014,2.18,1535202000.0
7169,1.95,1535202300.0
6928,1.84,1535202600.0
18950,6.39,1535202900.0
13144,1.96,1535203200.0
12623,6.3,1535203500.0
13061,1.62,1535203800.0
5325,1.37,1535204100.0
5131,1.38,1535204400.0
7295,1.57,1535204700.0
5979,2.53,1535205000.0
5041,1.18,1535205300.0
4733,1.25,1535205600.0
8665,3.8,1535205900.0
5273,1.12,1535206200.0
4230,1.7,1535206500.0
4242,1.25,1535206800.0
10666,2.86,1535207100.0
4175,0.82,1535207400.0
2909,0.76,1535207700.0
4556,1.63,1535208000.0
5760,2.8,1535208300.0
7110,2.3,1535208600.0
6739,1.84,1535208900.0
4833,0.96,1535209200.0
4740,1.16,1535209500.0
4425,1.3,1535209800.0
3545,0.5,1535210100.0
2378,0.72,1535210400.0
3362,0.45,1535210700.0
2881,0.4,1535211000.0
2102,0.35,1535211300.0
1588,0.34,1535211600.0
1653,0.29,1535211900.0
1257,0.24,1535212200.0
875,0.21,1535212500.0
656,0.17,1535212800.0
483,0.13,1535213100.0
354,0.1,1535213400.0
234,0.7,1535213700.0
129,0.4,1535214000.0
31,0.2,1535214300.0
0,0.0,1535214600.0
0,0.2,1535214900.0
0,0.2,1535215200.0
0,0.3,1535215500.0
0,0.3,1535215800.0
0,0.3,1535216100.0
0,0.3,1535216400.0
0,0.3,1535216700.0
0,0.3,1535217000.0
0,0.3,1535217300.0
0,0.3,1535217600.0
0,0.2,1535217900.0
0,0.2,1535218200.0
0,0.3,1535218500.0
0,0.3,1535218800.0
0,0.3,1535219100.0
0,0.3,1535219400.0
0,0.2,1535219700.0
0,0.2,1535220000.0
0,0.2,1535220300.0
0,0.2,1535220600.0
0,0.3,1535220900.0
0,0.2,1535221200.0
0,0.2,1535221500.0
0,0.2,1535221800.0
0,0.2,1535222100.0
0,0.2,1535222400.0
0,0.2,1535222700.0
0,0.2,1535223000.0
0,0.1,1535223300.0
0,0.1,1535223600.0
0,0.2,1535223900.0
0,0.2,1535224200.0
0,0.1,1535224500.0
0,0.2,1535224800.0
0,0.2,1535225100.0
0,0.2,1535225400.0
0,0.2,1535225700.0
0,0.3,1535226000.0
0,0.5,1535226300.0
0,0.3,1535226600.0
0,0.3,1535226900.0
0,0.2,1535227200.0
0,0.2,1535227500.0
0,0.2,1535227800.0
0,0.3,1535228100.0
0,0.3,1535228400.0
0,0.3,1535228700.0
0,0.3,1535229000.0
0,0.2,1535229300.0
0,0.2,1535229600.0
0,0.2,1535229900.0
0,0.2,1535230200.0
0,0.2,1535230500.0
0,0.2,1535230800.0
0,0.2,1535231100.0
0,0.1,1535231400.0
0,0.1,1535231700.0
0,0.1,1535232000.0
0,0.2,1535232300.0
0,0.0,1535232600.0
0,0.1,1535232900.0
0,0.0,1535233200.0
0,0.1,1535233500.0
0,0.1,1535233800.0
0,0.1,1535234100.0
0,0.1,1535234400.0
0,0.1,1535234700.0
0,0.1,1535235000.0
0,0.1,1535235300.0
0,0.2,1535235600.0
0,0.1,1535235900.0
0,0.0,1535236200.0
0,0.0,1535236500.0
0,0.1,1535236800.0
0,0.0,1535237100.0
0,0.1,1535237400.0
0,0.1,1535237700.0
0,0.1,1535238000.0
0,0.1,1535238300.0
0,0.0,1535238600.0
0,0.1,1535238900.0
0,0.0,1535239200.0
0,0.1,1535239500.0
0,0.2,1535239800.0
0,0.1,1535240100.0
0,0.1,1535240400.0
0,0.1,1535240700.0
0,0.1,1535241000.0
0,0.1,1535241300.0
0,0.2,1535241600.0
0,0.1,1535241900.0
0,0.1,1535242200.0
0,0.1,1535242500.0
0,0.0,1535242800.0
0,0.0,1535243100.0
0,0.0,1535243400.0
0,0.1,1535243700.0
0,0.1,1535244000.0
0,0.0,1535244300.0
0,0.0,1535244600.0
0,0.1,1535244900.0
0,0.0,1535245200.0
0,0.1,1535245500.0
0,0.1,1535245800.0
0,0.1,1535246100.0
0,0.2,1535246400.0
0,0.1,1535246700.0
0,0.1,1535247000.0
0,0.1,1535247300.0
0,0.2,1535247600.0
0,0.1,1535247900.0
0,0.1,1535248200.0
0,0.1,1535248500.0
0,0.1,1535248800.0
0,0.0,1535249100.0
0,0.1,1535249400.0
0,0.0,1535249700.0
0,0.1,1535250000.0
0,0.1,1535250300.0
0,0.1,1535250600.0
0,0.0,1535250900.0
0,0.0,1535251200.0
0,0.0,1535251500.0
0,0.0,1535251800.0
0,0.0,1535252100.0
0,0.0,1535252400.0
0,0.1,1535252700.0
0,0.3,1535253000.0
0,0.5,1535253300.0
14,0.8,1535253600.0
72,0.12,1535253900.0
253,0.16,1535254200.0
361,0.2,1535254500.0
591,0.25,1535254800.0
906,0.3,1535255100.0
1244,0.5,1535255400.0
1607,0.74,1535255700.0
2051,0.88,1535256000.0
2612,1.2,1535256300.0
3138,1.17,1535256600.0
3654,1.32,1535256900.0
3910,1.49,1535257200.0
4782,1.66,1535257500.0
5449,1.83,1535257800.0
6095,2.1,1535258100.0
6745,2.2,1535258400.0
7443,2.36,1535258700.0
8174,2.55,1535259000.0
8932,2.73,1535259300.0
9708,2.93,1535259600.0
10467,3.11,1535259900.0
11238,3.32,1535260200.0
12035,3.53,1535260500.0
12792,3.73,1535260800.0
13521,3.91,1535261100.0
14353,4.11,1535261400.0
15177,4.32,1535261700.0
16009,4.51,1535262000.0
16805,4.73,1535262300.0
17544,4.92,1535262600.0
18337,5.11,1535262900.0
19050,5.3,1535263200.0
19793,5.47,1535263500.0
20495,5.67,1535263800.0
21130,5.83,1535264100.0
21814,6.6,1535264400.0
22522,6.24,1535264700.0
23196,6.4,1535265000.0
23716,6.55,1535265300.0
24243,6.73,1535265600.0
24837,6.9,1535265900.0
25371,7.4,1535266200.0
25948,7.16,1535266500.0
26336,7.3,1535266800.0
26748,7.45,1535267100.0
27256,7.61,1535267400.0
27639,7.76,1535267700.0
28199,7.92,1535268000.0
28597,8.0,1535268300.0
28963,8.19,1535268600.0
29419,8.26,1535268900.0
29752,8.38,1535269200.0
30192,8.52,1535269500.0
30555,8.67,1535269800.0
30879,8.73,1535270100.0
31126,8.84,1535270400.0
31312,8.9,1535270700.0
31457,9.4,1535271000.0
31834,9.16,1535271300.0
32079,9.23,1535271600.0
32124,9.26,1535271900.0
32461,9.43,1535272200.0
32667,9.46,1535272500.0
32844,9.52,1535272800.0
32973,9.57,1535273100.0
32957,9.53,1535273400.0
33198,9.8,1535273700.0
33472,9.77,1535274000.0
33279,9.64,1535274300.0
33179,9.66,1535274600.0
33638,9.85,1535274900.0
33878,10.0,1535275200.0
33976,10.3,1535275500.0
34087,10.5,1535275800.0
34490,10.29,1535276100.0
35076,10.34,1535276400.0
35564,10.58,1535276700.0
27890,2.68,1535277000.0
7819,2.47,1535277300.0
18607,9.6,1535277600.0
38168,10.68,1535277900.0
29095,2.78,1535278200.0
12518,2.87,1535278500.0
11689,4.47,1535278800.0
10553,2.59,1535279100.0
9206,2.22,1535279400.0
9705,2.54,1535279700.0
10340,2.73,1535280000.0
11063,2.87,1535280300.0
15255,8.4,1535280600.0
17758,3.25,1535280900.0
17593,2.74,1535281200.0
10095,2.54,1535281500.0
16067,10.3,1535281800.0
29334,10.16,1535282100.0
37390,10.6,1535282400.0
30486,9.36,1535282700.0
34955,9.55,1535283000.0
33338,7.33,1535283300.0
28488,9.3,1535283600.0
25156,3.48,1535283900.0
15263,2.86,1535284200.0
21290,4.2,1535284500.0
14036,8.37,1535284800.0
32948,8.65,1535285100.0
31199,8.32,1535285400.0
30978,8.34,1535285700.0
29856,8.2,1535286000.0
28580,7.72,1535286300.0
27963,7.59,1535286600.0
27767,7.68,1535286900.0
27368,7.38,1535287200.0
25945,7.11,1535287500.0
25487,7.13,1535287800.0
18347,2.17,1535288100.0
7411,1.94,1535288400.0
6870,1.75,1535288700.0
6250,1.65,1535289000.0
6498,1.71,1535289300.0
6533,1.68,1535289600.0
6551,1.67,1535289900.0
6138,1.47,1535290200.0
5633,1.39,1535290500.0
5746,1.61,1535290800.0
7458,1.88,1535291100.0
7469,1.78,1535291400.0
6945,1.58,1535291700.0
5607,1.29,1535292000.0
5176,1.34,1535292300.0
5024,1.22,1535292600.0
4767,1.2,1535292900.0
4689,1.12,1535293200.0
4359,1.7,1535293500.0
4383,1.1,1535293800.0
4441,1.11,1535294100.0
4353,1.5,1535294400.0
4062,1.1,1535294700.0
4088,1.6,1535295000.0
4140,1.9,1535295300.0
6221,1.85,1535295600.0
5084,0.94,1535295900.0
2777,0.57,1535296200.0
1979,0.47,1535296500.0
1954,0.5,1535296800.0
1863,0.43,1535297100.0
1510,0.34,1535297400.0
1119,0.28,1535297700.0
887,0.25,1535298000.0
779,0.23,1535298300.0
660,0.22,1535298600.0
552,0.19,1535298900.0
446,0.17,1535299200.0
385,0.16,1535299500.0
316,0.14,1535299800.0
220,0.1,1535300100.0
77,0.3,1535300400.0
0,0.0,1535300700.0
0,0.1,1535301000.0
0,0.2,1535301300.0
0,0.3,1535301600.0
0,0.3,1535301900.0
0,0.3,1535302200.0
0,0.4,1535302500.0
0,0.3,1535302800.0
0,0.3,1535303100.0
0,0.3,1535303400.0
0,0.3,1535303700.0
0,0.3,1535304000.0
0,0.3,1535304300.0
0,0.3,1535304600.0
0,0.3,1535304900.0
0,0.3,1535305200.0
0,0.3,1535305500.0
0,0.3,1535305800.0
0,0.3,1535306100.0
0,0.3,1535306400.0
0,0.3,1535306700.0
0,0.3,1535307000.0
0,0.3,1535307300.0
0,0.3,1535307600.0
0,0.4,1535307900.0
0,0.4,1535308200.0
0,0.3,1535308500.0
0,0.3,1535308800.0
0,0.3,1535309100.0
0,0.3,1535309400.0
0,0.3,1535309700.0
0,0.3,1535310000.0
0,0.3,1535310300.0
0,0.2,1535310600.0
0,0.3,1535310900.0
0,0.3,1535311200.0
0,0.3,1535311500.0
0,0.3,1535311800.0
0,0.3,1535312100.0
0,0.3,1535312400.0
0,0.3,1535312700.0
0,0.3,1535313000.0
0,0.3,1535313300.0
0,0.3,1535313600.0
0,0.3,1535313900.0
0,0.3,1535314200.0
0,0.2,1535314500.0
0,0.2,1535314800.0
0,0.2,1535315100.0
0,0.2,1535315400.0
0,0.2,1535315700.0
0,0.2,1535316000.0
0,0.2,1535316300.0
0,0.2,1535316600.0
0,0.2,1535316900.0
0,0.2,1535317200.0
0,0.2,1535317500.0
0,0.2,1535317800.0
0,0.2,1535318100.0
0,0.2,1535318400.0
0,0.1,1535318700.0
0,0.2,1535319000.0
0,0.2,1535319300.0
0,0.1,1535319600.0
0,0.1,1535319900.0
0,0.1,1535320200.0
0,0.2,1535320500.0
0,0.3,1535320800.0
0,0.2,1535321100.0
0,0.2,1535321400.0
0,0.2,1535321700.0
0,0.1,1535322000.0
0,0.1,1535322300.0
0,0.2,1535322600.0
0,0.2,1535322900.0
0,0.1,1535323200.0
0,0.1,1535323500.0
0,0.1,1535323800.0
0,0.1,1535324100.0
0,0.2,1535324400.0
0,0.1,1535324700.0
0,0.1,1535325000.0
0,0.1,1535325300.0
0,0.1,1535325600.0
0,0.1,1535325900.0
0,0.1,1535326200.0
0,0.1,1535326500.0
0,0.1,1535326800.0
0,0.1,1535327100.0
0,0.1,1535327400.0
0,0.1,1535327700.0
0,0.1,1535328000.0
0,0.0,1535328300.0
0,0.1,1535328600.0
0,0.1,1535328900.0
0,0.2,1535329200.0
0,0.1,1535329500.0
0,0.0,1535329800.0
0,0.1,1535330100.0
0,0.1,1535330400.0
0,0.1,1535330700.0
0,0.1,1535331000.0
0,0.1,1535331300.0
0,0.1,1535331600.0
0,0.1,1535331900.0
0,0.1,1535332200.0
0,0.1,1535332500.0
0,0.1,1535332800.0
0,0.0,1535333100.0
0,0.1,1535333400.0
